Model:,Luke_electric_field_simulation_V2.mph,,,
Version:,COMSOL,5.6.0.401,,
Date:,Mar,11,"2024,",22:13
Dimension:,3,,,
Nodes:,46324,,,
Expressions:,1,,,
Description:,Multislice,,,
x,y,z,Color,
43.42877483,-7.08E-15,-17.77718656,143.5333724,
43.70382713,-7.17E-15,-19.12325255,139.7419412,
43.03295021,-7.11E-15,-17.65297214,144.7188203,
43.83820745,-7.08E-15,-17.90567134,142.30717,
30.57434375,-7.11E-15,-9.893147507,205.9623036,
30.58548046,-7.11E-15,-9.809810336,205.5383232,
30.26380239,-7.11E-15,-12.21695981,208.9593114,
30.3439651,-7.16E-15,-11.61709415,208.185668,
30.69974449,-7.11E-15,-11.32027846,205.8267427,
30.72186781,-7.11E-15,-11.849743,205.9289828,
31.60625638,-7.11E-15,-11.14075617,200.0783163,
31.6930013,-7.08E-15,-10.49163517,199.105343,
30.63798112,-7.11E-15,-9.842131401,205.2333758,
32.10193384,-7.08E-15,-10.74338697,196.7300786,
30.76458137,-7.11E-15,-12.87198212,205.92378,
30.10244973,-7.11E-15,-13.42437797,210.2198484,
32.14283084,-7.22E-15,-11.72215142,196.9813679,
31.45148594,-7.11E-15,-12.29891899,201.4669789,
30.4223481,-7.11E-15,-9.709380895,206.486005,
32.80052215,-7.11E-15,-11.17346001,192.6424413,
32.32974604,-7.05E-15,-12.55905088,195.1851386,
31.74073203,-7.11E-15,-13.06940781,198.911604,
30.95979895,-7.08E-15,-13.74605489,203.8522678,
31.95889413,-7.11E-15,-13.6505443,197.063434,
32.71314075,-7.13E-15,-14.27567335,191.5147121,
32.4769877,-7.11E-15,-13.21831493,193.7755216,
33.07746693,-7.11E-15,-11.91118082,190.5363169,
33.65782887,-7.13E-15,-13.45713911,186.0095918,
33.30793033,-7.16E-15,-12.52508532,188.7387413,
33.81533852,-7.16E-15,-13.87671063,184.7810432,
29.22303645,-7.11E-15,-8.946205751,213.3559603,
-31.36782845,-7.19E-15,45.78043894,-106.2920276,
-31.36407937,-7.16E-15,45.70426736,-107.1576194,
-31.26337512,-7.13E-15,43.65821825,-160.4801149,
-31.30207717,-7.16E-15,44.44454355,-139.9875339,
-31.2363259,-7.13E-15,43.10864816,-174.8025711,
-30.25729979,-7.11E-15,44.99276132,-119.2254343,
-30.23938392,-7.11E-15,44.96536927,-120.8114819,
-30.23759947,-7.11E-15,44.99726456,-120.088049,
-30.68431998,-7.11E-15,43.39829786,-161.4577257,
-30.32242864,-7.16E-15,43.48102161,-154.4787052,
-30.1695921,-7.12E-15,44.85866269,-122.2455489,
-29.49238344,-7.11E-15,45.16761145,-106.6478373,
-30.21008077,-7.11E-15,45.00355498,-119.5917402,
-30.23271577,-7.11E-15,45.08455634,-116.7940748,
-30.27817301,-7.11E-15,44.91482216,-121.289796,
-29.44584452,-7.11E-15,45.9994517,-86.53091792,
-28.97859246,-7.11E-15,45.28505752,-97.23876636,
-29.8302796,-7.11E-15,46.58722478,-76.16323129,
-30.79861549,-7.13E-15,45.39359815,-111.5717671,
-30.29468167,-7.13E-15,46.34354276,-84.01285636,
-30.3245413,-7.11E-15,44.95747821,-119.3889345,
-31.01202552,-7.16E-15,44.59674006,-133.5126798,
-31.27313425,-7.12E-15,45.83012708,-103.248994,
-31.33973105,-7.11E-15,45.79518226,-104.558271,
-30.58500533,-7.11E-15,46.19120352,-89.72054828,
-28.7791895,-7.11E-15,46.55110748,-70.42557104,
-28.82632748,-7.11E-15,46.5121009,-71.47465492,
-28.75994827,-7.11E-15,46.48531208,-71.6450319,
-28.86038688,-7.11E-15,46.4839168,-72.23371192,
-28.50706787,-7.19E-15,45.62058731,-87.69095772,
-28.7204364,-7.10E-15,46.3502012,-74.15216388,
-27.87674078,-7.11E-15,46.52009776,-65.99605466,
-27.52909569,-7.11E-15,45.98857388,-74.78462132,
-28.85351019,-7.10E-15,46.55366127,-70.7903615,
-28.9363631,-7.10E-15,46.55650824,-71.19703094,
-28.14861273,-7.22E-15,45.47592469,-89.07279217,
-27.96468814,-7.11E-15,45.62812194,-84.83086541,
-28.40316307,-7.11E-15,45.26528476,-94.94358908,
-26.92623878,-7.17E-15,46.48743684,-61.44174053,
-26.69493332,-7.11E-15,46.12529967,-65.0854957,
-26.89976779,-7.19E-15,46.48289189,-60.48521352,
-26.31631087,-7.11E-15,45.40417871,-73.51287147,
-27.26934536,-7.16E-15,45.53365491,-80.25718295,
-26.91333243,-7.11E-15,44.91014449,-87.78481357,
-25.73508083,-7.09E-15,44.29717315,-85.96302814,
-26.63298943,-7.11E-15,44.41916012,-93.71245949,
-27.38345811,-7.19E-15,44.52111638,-98.99286122,
-27.6219338,-7.33E-15,44.55351492,-100.6708093,
-27.80124123,-7.11E-15,45.31682241,-89.04252469,
-26.33630177,-7.11E-15,45.4422532,-73.08465927,
-25.78576011,-7.11E-15,44.39369645,-84.87745979,
-34.06673632,-2.39E-15,50,1.36E-12,
-32.62947173,-7.11E-15,49.32336699,-18.92332267,
-32.47340995,-7.05E-15,50,1.45E-12,
-34.37885988,-7.13E-15,48.64673398,-37.84664533,
-32.83412816,-7.11E-15,48.4360434,-43.73900599,
-33.93132318,-7.08E-15,48.4360434,-43.73900599,
-32.94159529,-7.27E-15,47.97010097,-56.769968,
-31.53347848,-7.11E-15,48.80739712,-33.94349912,
-32.18687337,-7.11E-15,47.61479424,-66.96262505,
-31.73693314,-7.13E-15,48.4360434,-44.22502324,
-32.5937827,-7.13E-15,46.8720868,-87.5256733,
-30.88008359,-3.55E-15,50,-1.984454781,
-30.49566039,-7.11E-15,46.52970052,-81.28836205,
-30.76621971,-7.11E-15,46.78030775,-77.12654347,
-31.0181249,-7.16E-15,47.01363647,-73.251668,
-30.2942552,-7.11E-15,47.66497672,-53.26906688,
-30.21024622,-7.11E-15,47.82244648,-50.00968066,
-30.68787199,-7.11E-15,48.26485026,-41.67549966,
-30.93493999,-7.16E-15,47.32879526,-65.29818541,
-30.18021426,-7.11E-15,47.72481652,-52.03503059,
-30.14736295,-7.10E-15,47.61802122,-54.25051716,
-30.53014892,-7.11E-15,48.86240826,-28.43549825,
-31.20524683,-7.13E-15,47.18695929,-70.87788448,
-31.04266521,-7.11E-15,48.59347965,-35.66199972,
-31.35891533,-7.17E-15,45.85754781,-104.1631485,
-31.11949946,-7.11E-15,47.92877391,-52.30463173,
-31.98737359,-7.16E-15,46.40842864,-98.04786358,
-31.43372859,-7.13E-15,48.20421432,-49.19351654,
-31.77488567,-7.22E-15,47.09764783,-79.29765631,
-31.32748463,-7.11E-15,48.54882392,-39.81841291,
-31.48360607,-7.05E-15,48.50582106,-42.89588667,
-32.08712855,-7.16E-15,47.01164212,-83.94302697,
-30.12101163,-7.11E-15,47.67255508,-53.73875015,
-28.51985095,-7.16E-15,47.08780677,-57.3249436,
-30.09713777,-7.11E-15,47.72196187,-52.53261599,
-29.20344485,-7.16E-15,47.69125301,-48.12696412,
-29.84031539,-7.16E-15,48.25345395,-39.55766277,
-28.88037694,-7.11E-15,46.64100157,-69.05314752,
-28.24418705,-7.24E-15,47.65829123,-43.25995532,
-29.56213532,-7.15E-15,48.82914561,-24.41752945,
-28.22034503,-7.24E-15,47.63711018,-43.60081957,
-29.55021431,-7.14E-15,48.81855509,-24.58796158,
-28.20774656,-7.20E-15,47.65896006,-42.94859522,
-29.54391507,-7.12E-15,48.82948003,-22.35952576,
-28.22505514,-7.20E-15,47.67412285,-42.6818867,
-29.55256936,-7.13E-15,48.83706143,-22.2261715,
-26.89754091,-7.16E-15,46.51118428,-61.20329518,
-26.86398173,-7.16E-15,46.4851476,-60.28783999,
-5.134700231,-7.08E-15,15.8311876,708.7945625,
-5.126269616,-7.16E-15,16.43900895,775.9113122,
-5.128667911,-7.06E-15,16.26609926,756.7088802,
-5.02824408,-7.24E-15,16.30227026,778.120017,
-4.925029499,-7.11E-15,16.33944645,809.2400508,
-4.816829409,-7.09E-15,16.00736175,805.2694921,
-5.119377172,-7.11E-15,16.93593291,825.3365925,
-5.247345904,-7.13E-15,16.37384115,763.5803384,
-5.187805803,-7.22E-15,16.31978763,763.6638455,
-5.316351125,-7.09E-15,16.07074159,723.0398332,
-3.995276147,-7.06E-15,16.25570828,1064.385362,
-4.187045047,-7.15E-15,16.19773864,1004.067102,
-4.559856222,-7.08E-15,16.08504192,886.8044956,
-4.422685965,-7.06E-15,16.4205518,959.2737754,
-4.267790485,-7.08E-15,16.44556029,1005.818489,
-4.956724802,-7.11E-15,16.92551877,857.9298062,
-3.557260686,-7.09E-15,16.38811554,1217.909682,
-4.412824447,-7.10E-15,16.89069449,1009.232355,
-3.712780178,-7.08E-15,16.5351689,1182.852579,
-4.065237845,-7.11E-15,16.86843957,1107.027253,
-1.582110447,-7.11E-15,15.66325632,2085.613743,
-1.722180287,-7.11E-15,15.69368444,2008.216112,
-1.577885316,-7.16E-15,15.35052958,2073.39897,
-1.182088949,-7.19E-15,15.46025069,2322.907634,
-1.774083187,-7.11E-15,15.70495958,1979.536409,
-2.325451709,-7.08E-15,15.8247363,1674.8697,
-2.222782213,-7.22E-15,15.580573,1712.889224,
-1.444925168,-7.15E-15,15.03433061,2088.490245,
-1.118908865,-7.19E-15,15.56263257,2383.324301,
-2.600896922,-7.09E-15,15.88457273,1523.322418,
-1.333978697,-7.12E-15,15.04541376,2194.923818,
-0.932422795,-7.08E-15,15.08552775,2716.71467,
-1.063704134,-7.12E-15,15.42139712,2492.127558,
-0.448028439,-7.16E-15,14.86665691,3208.247919,
-0.675161152,-7.08E-15,15.07130954,2942.774474,
-0.809345986,-7.08E-15,15.19221365,2785.93881,
-0.689918463,-7.11E-15,15.29573626,2858.120928,
-0.560035706,-7.16E-15,15.40832172,2936.622201,
-0.705967697,-7.19E-15,15.53981034,2763.780338,
-0.239698117,-7.09E-15,15.04724258,3334.162981,
-0.198718159,-7.09E-15,15.08276498,3358.93131,
-0.283409876,-7.08E-15,15.15907447,3259.943359,
-0.123233101,-7.26E-15,14.57400765,3767.944777,
-0.154039645,-7.09E-15,15.04250844,3514.550082,
-0.137089173,-7.10E-15,14.78472848,3653.973698,
-0.426184187,-7.11E-15,15.5243474,3014.31644,
-0.158953276,-7.11E-15,15.11723412,3474.133736,
-0.18484619,-7.11E-15,15.51100924,3278.741736,
-3.565374922,-7.12E-15,16.51707793,1237.954776,
-3.678913748,-7.19E-15,16.59688619,1208.466452,
-2.918512345,-7.16E-15,16.06238789,1363.493373,
6.231156073,-7.09E-15,13.64973747,1439.507931,
6.130599767,-7.15E-15,13.65412053,1642.643541,
5.929113519,-7.09E-15,13.82648482,2229.073039,
5.703294564,-7.13E-15,13.83632786,2732.622459,
6.133378571,-7.08E-15,13.70695429,1695.106698,
5.709534914,-7.09E-15,13.95497644,2803.070321,
5.627070965,-7.11E-15,14.00323217,3010.523064,
5.232711995,-7.06E-15,14.22722888,3468.957753,
4.978319011,-7.05E-15,14.26272462,4047.427927,
5.086637805,-7.08E-15,14.09614118,3936.801495,
5.002047598,-7.08E-15,14.39982906,3802.733302,
4.847383502,-7.11E-15,14.4640903,4135.642866,
4.930764265,-7.11E-15,14.33585905,4095.995787,
4.866633926,-7.08E-15,14.27830816,4338.325644,
4.675703789,-7.11E-15,14.30494886,4614.136118,
4.757000536,-7.05E-15,14.17992262,4752.59826,
4.924270738,-7.12E-15,13.95043217,4550.339305,
4.899543297,-7.09E-15,13.96070615,4607.018749,
4.912874076,-7.11E-15,13.94020475,4593.403969,
5.251207101,-7.11E-15,14.04873617,3566.917677,
4.635138818,-7.09E-15,14.07056331,5014.093291,
5.224400245,-7.07E-15,14.30744398,3425.762719,
4.712915678,-7.09E-15,14.5199602,4242.555472,
4.417004582,-7.11E-15,14.08390814,5199.291692,
4.371558452,-7.11E-15,14.20536446,5047.61896,
4.250802981,-7.09E-15,14.09407589,5387.03351,
5.28887631,-7.17E-15,14.20454835,3467.402353,
5.299952963,-7.11E-15,14.25036502,3428.895572,
5.442959234,-7.10E-15,14.14232588,3242.44787,
-24.24576572,-7.11E-15,36.62399599,-162.6479731,
-25.43758062,-7.16E-15,40.02591419,-144.6987011,
-24.87257054,-7.09E-15,40.5426072,-127.0619668,
-25.57600263,-7.16E-15,40.30343083,-143.3967641,
-25.97143226,-7.16E-15,41.09621156,-139.6970166,
-25.26435722,-7.09E-15,41.74282078,-117.6342771,
-25.10403309,-7.16E-15,41.12119838,-123.3049912,
-24.49383555,-7.22E-15,40.05310027,-126.8570832,
-24.04987696,-7.05E-15,40.82233407,-108.1180262,
-26.48055892,-7.11E-15,39.99586954,-164.4163355,
-25.7412178,-7.22E-15,40.01716744,-150.4389997,
-24.61853314,-7.11E-15,41.96240965,-103.5314341,
-24.21176735,-7.08E-15,41.14690152,-106.812272,
-24.74561899,-7.11E-15,42.21719889,-102.5064018,
-23.67791571,-7.11E-15,40.07660414,-111.5399482,
-23.82970153,-7.07E-15,39.03937639,-128.9680561,
-23.82460868,-7.25E-15,39.06894199,-128.5495303,
-23.8501277,-7.27E-15,39.06804709,-128.8622314,
-24.12739051,-7.13E-15,37.31120041,-153.431837,
-24.0351872,-7.13E-15,37.84646899,-145.8546612,
-24.49719483,-7.13E-15,37.8302673,-157.5181131,
-23.84243732,-7.23E-15,39.08275807,-128.521657,
-24.35796487,-7.11E-15,38.09660137,-151.352204,
-23.81229734,-7.09E-15,39.14041307,-127.1119339,
-25.62947425,-7.11E-15,38.0399622,-175.4419023,
-25.68321755,-7.11E-15,38.05913816,-176.1778379,
-25.0948155,-7.13E-15,39.04557599,-151.7782516,
-23.91266923,-7.09E-15,39.0796296,-129.6415737,
-24.87062003,-7.11E-15,39.42143275,-142.4814169,
-25.58030664,-7.11E-15,39.03159064,-160.9600278,
-25.49249808,-7.05E-15,39.64332293,-150.9598575,
-25.88143474,-7.08E-15,39.78209809,-156.2624667,
-24.77146593,-7.13E-15,38.55955718,-152.5522541,
-23.86527708,-7.16E-15,39.10832946,-128.3772625,
-23.85544233,-7.17E-15,39.08217876,-128.7793927,
-24.59341333,-7.11E-15,38.08611336,-155.8376911,
-27.43045507,-7.13E-15,30.09467991,-350.4518876,
-25.51348962,-7.11E-15,30.03518365,-274.5305091,
-25.02005777,-7.11E-15,29.15116142,-261.1498769,
-25.40363186,-7.10E-15,30.03177403,-269.9924739,
-26.76893983,-7.27E-15,30.07414867,-326.390996,
-25.5667176,-7.15E-15,30.03683567,-276.7292653,
-24.80366513,-7.08E-15,28.65436538,-255.1588649,
-24.45801223,-7.11E-15,29.50442698,-235.5879044,
-24.25803941,-7.11E-15,29.99621864,-223.4707916,
-24.24339363,-7.13E-15,33.52396228,-193.7011294,
-24.00744575,-7.13E-15,33.93475465,-180.7988613,
-24.63699162,-7.11E-15,34.17638748,-198.9771296,
-25.11620966,-7.22E-15,33.54189817,-223.0222918,
-24.26347694,-7.27E-15,34.67092453,-180.6227558,
-24.65908905,-7.11E-15,35.80843329,-180.3506426,
-24.6651037,-7.11E-15,35.82572728,-180.3465055,
-23.86185018,-7.11E-15,33.51612178,-181.2447682,
-23.99948919,-7.11E-15,34.55627817,-174.8098988,
-23.9960166,-7.22E-15,34.82753847,-172.1340367,
-23.98700804,-7.33E-15,35.53123937,-165.1923404,
-23.97808812,-7.16E-15,36.22801577,-158.4587282,
-23.31199637,-7.11E-15,35.228073,-149.4419868,
-23.31738002,-7.22E-15,34.26004724,-158.7976534,
-23.30493472,-7.11E-15,35.23220802,-149.8176542,
-23.73500196,-7.22E-15,34.44141489,-168.6011647,
-23.3228632,-7.22E-15,33.83173071,-163.4119707,
-23.30762937,-7.11E-15,35.23619426,-149.8522446,
-22.90054677,-7.16E-15,34.07902211,-149.0544403,
-23.29808933,-7.11E-15,35.22208151,-149.7297819,
-22.63178132,-7.11E-15,34.23640027,-139.1045929,
-24.91324232,-7.10E-15,32.50808721,-228.2654523,
-25.20766601,-7.05E-15,32.12192019,-242.5158523,
-25.01304302,-7.11E-15,32.00412499,-235.5069982,
-24.03545089,-7.11E-15,31.97378377,-199.2022882,
-24.32829815,-7.11E-15,31.58968442,-210.8476456,
-24.09460427,-7.08E-15,31.44824163,-205.3655257,
-25.36417329,-7.12E-15,30.23102742,-266.5244794,
-25.48058066,-7.25E-15,30.07834715,-272.7812121,
-25.29090111,-7.11E-15,32.01274878,-246.9896219,
-26.35994852,-7.11E-15,30.61058293,-304.4494188,
-25.50684221,-7.26E-15,30.09424191,-273.7269554,
-25.27408812,-7.16E-15,32.16212205,-245.7768475,
-26.68632606,-7.22E-15,30.80812233,-314.3109872,
-25.42552814,-7.11E-15,32.01692716,-253.1260418,
-26.12560762,-7.08E-15,32.57412602,-270.0373382,
-25.61680339,-7.09E-15,32.16916466,-258.1629011,
-26.5284476,-7.11E-15,32.18789845,-288.799067,
-22.76400757,-7.27E-15,33.28789966,-150.1965994,
-22.63644634,-7.16E-15,32.54879657,-151.3528971,
-23.07135368,-7.11E-15,32.89210938,-163.5048862,
-22.24189885,-7.22E-15,32.7798276,-134.9932369,
-22.50636629,-7.16E-15,33.7678588,-137.4866938,
-22.05778966,-7.05E-15,32.09200904,-133.1167398,
-23.17427668,-7.16E-15,32.14286534,-172.4381023,
-23.35039704,-7.05E-15,30.86076966,-186.0004292,
-22.76352498,-7.16E-15,31.4197793,-162.0266986,
-16.41720991,-7.16E-15,23.36631955,86.59384761,
-16.73544088,-7.09E-15,23.20312759,73.36340098,
-16.42723309,-7.22E-15,23.18882115,86.87194865,
-15.57285747,-7.16E-15,20.09066478,113.3902478,
-16.1833811,-7.11E-15,20.16896961,91.02909598,
-15.92834485,-7.08E-15,20.70111312,103.1039056,
-15.60433686,-7.08E-15,20.48050407,114.0471769,
-15.66630191,-7.11E-15,21.24787635,114.0966707,
-15.3826535,-7.08E-15,20.32956534,120.9161808,
-15.01066882,-7.09E-15,19.12526589,129.8594823,
-15.84679646,-7.11E-15,21.832227,109.7571984,
-16.27432696,-7.11E-15,21.29523887,91.46371778,
-16.34508469,-7.11E-15,22.17149916,91.80186235,
-16.24368929,-7.08E-15,20.91582337,91.31730319,
-16.08350221,-7.09E-15,22.59856124,100.0849344,
-16.63580848,-7.09E-15,23.54985707,78.13762924,
-18.51856809,-7.08E-15,23.94978334,0.92918214,
-18.12053594,-7.08E-15,23.5563705,17.65223591,
-17.95123573,-7.13E-15,24.0463326,23.21797605,
-19.20505304,-7.08E-15,23.83295656,-25.97171963,
-19.35401601,-7.11E-15,23.31455237,-30.60558783,
-18.78948055,-7.22E-15,23.1014824,-7.728885733,
-18.33675834,-7.13E-15,22.93061358,10.56262873,
-18.87320425,-7.08E-15,22.83932061,-10.40445873,
-19.52231589,-7.08E-15,22.72885406,-35.77510702,
-19.02706312,-7.11E-15,24.45237708,-20.42412184,
-17.61218769,-7.11E-15,23.05392183,38.88260616,
-18.43002391,-7.22E-15,24.22703938,3.795417234,
-17.36581558,-7.11E-15,23.82538022,46.96617509,
-18.37808924,-7.12E-15,21.91743656,10.79852907,
-18.05830459,-7.11E-15,21.97185787,23.26499099,
-17.67135795,-7.09E-15,22.03770888,38.21266317,
-18.36265299,-7.09E-15,22.29583751,10.69019263,
-18.41074103,-7.10E-15,21.11701741,10.57202702,
-17.87820425,-7.12E-15,21.78014061,30.48005004,
-17.20411489,-7.11E-15,22.61952731,55.6797865,
-17.51336799,-7.11E-15,20.82151301,45.08853136,
-17.21876937,-7.11E-15,21.46361163,56.38106239,
-17.68256759,-7.16E-15,21.26609437,38.06591227,
-16.97030054,-7.11E-15,22.00516708,65.9053496,
-16.78149972,-7.08E-15,22.41667188,73.14244772,
-17.07873629,-7.05E-15,22.29008805,60.75064848,
-17.09698879,-7.16E-15,21.00596582,60.35093263,
-16.3416946,-7.11E-15,20.76390445,86.44266513,
-16.91268485,-7.05E-15,21.29165703,67.38174405,
-16.40645253,-7.08E-15,21.0072618,84.63433104,
-16.60786508,-7.11E-15,21.7641609,79.00998292,
-16.81739441,-7.11E-15,20.1115848,68.45954843,
-21.02162217,-7.16E-15,29.00453827,-103.2029566,
-21.52090901,-7.11E-15,28.21597158,-124.5048158,
-21.03173629,-7.27E-15,28.01720489,-104.4234935,
-21.74021094,-6.99E-15,29.05461218,-132.0997517,
-21.39894119,-6.99E-15,27.74954997,-120.548211,
-22.4004568,-7.16E-15,28.57336028,-159.499346,
-22.40817538,-7.11E-15,27.81987711,-161.4680737,
-21.03473809,-7.13E-15,27.72417096,-105.6695321,
-21.01569948,-7.11E-15,29.58270714,-103.2786712,
-23.34465704,-7.11E-15,27.88513459,-198.5820774,
-22.07059617,-7.11E-15,29.81822556,-141.9930026,
-22.24637252,-7.16E-15,29.15486094,-151.2855309,
-21.38479397,-7.16E-15,30.47146853,-114.6735067,
-21.6977926,-7.05E-15,31.22515382,-123.747543,
-21.87193636,-7.44E-15,30.56795041,-131.4907251,
-22.44399266,-7.16E-15,30.68125007,-152.6803286,
-22.9335272,-7.16E-15,30.77820573,-170.8132338,
-22.67740135,-7.05E-15,29.24022915,-167.2513198,
-23.08254992,-7.05E-15,30.21580695,-178.6914148,
-23.30796335,-7.22E-15,29.36511626,-190.6080396,
-23.56511061,-7.05E-15,28.3946649,-204.4845938,
-24.04843877,-7.11E-15,29.51177248,-218.7573924,
-23.77543782,-7.05E-15,27.87740874,-215.6959783,
-23.90957601,-7.11E-15,28.19714719,-219.7106595,
-24.48952574,-7.13E-15,27.86460192,-244.9125283,
-20.81718628,-7.11E-15,27.88979338,-96.67193449,
-20.73798028,-7.16E-15,28.39769251,-93.19107591,
-20.20559251,-6.99E-15,28.35540039,-73.88462008,
-20.19799454,-7.11E-15,29.09710929,-73.56234633,
-20.59238287,-7.11E-15,29.33131862,-88.09926429,
-19.65493919,-7.13E-15,28.77461336,-53.9140896,
-24.73494534,-7.11E-15,27.16509842,-256.3517014,
-24.50429909,-7.05E-15,26.96384358,-247.2377133,
-23.73780528,-7.16E-15,27.57279343,-215.1846758,
-23.68642906,-7.22E-15,27.17077809,-213.8255824,
-23.08287669,-7.11E-15,27.32348672,-189.2208353,
-22.36785822,-6.88E-15,27.5043981,-160.0720003,
-22.30699366,-7.27E-15,27.0281372,-157.9740609,
-22.29013023,-6.80E-15,26.89618197,-157.3927952,
-22.09202362,-7.05E-15,26.94630618,-149.7099534,
-23.65239704,-7.27E-15,26.90447992,-212.6525333,
-23.60870107,-7.22E-15,26.56256196,-211.1463773,
-22.55858324,-7.16E-15,26.82825896,-168.3366979,
-22.27895975,-7.05E-15,26.80877377,-157.3457028,
-19.64708643,-7.11E-15,26.07320646,-47.63375614,
-20.04173007,-7.08E-15,26.20609512,-63.79040553,
-19.98128858,-7.11E-15,25.82311425,-60.26445997,
-19.52563843,-7.11E-15,24.92549441,-40.62240892,
-20.97998675,-7.11E-15,25.57612822,-102.1606227,
-19.68639436,-7.08E-15,26.44467561,-50.19208042,
-20.82214579,-7.16E-15,27.52243393,-97.60146136,
-21.82421672,-7.22E-15,26.84962069,-138.8693075,
-20.86975661,-7.11E-15,26.9353543,-99.37989547,
-22.1018873,-7.05E-15,26.82467916,-150.3575278,
-22.11573819,-7.16E-15,26.65388654,-150.7146154,
-22.16753858,-7.33E-15,26.0151461,-152.0500729,
-20.90366184,-7.16E-15,26.51727565,-100.2540006,
-21.50531245,-7.05E-15,26.07463002,-124.6514205,
-20.9354079,-7.22E-15,26.12582124,-101.0724406,
-20.26109079,-7.11E-15,26.99002721,-74.17097467,
-20.23276213,-7.27E-15,27.6869711,-74.17375242,
-19.66749239,-7.08E-15,27.84477644,-52.72843446,
-19.67298741,-7.08E-15,27.43775095,-52.15251647,
-7.215828277,-7.08E-15,15.8137875,433.1845161,
-7.045360485,-7.08E-15,15.96824394,470.7988576,
-7.258142907,-7.11E-15,16.10804458,461.946018,
-6.549121373,-7.12E-15,15.93904233,530.7175964,
-6.866139498,-7.08E-15,16.13063142,511.5843323,
-7.299010021,-7.12E-15,16.39223561,482.285502,
-5.242218422,-7.11E-15,17.03028843,824.4395119,
-5.126192308,-7.11E-15,17.03855078,834.1670814,
-5.128788781,-7.11E-15,17.07764677,836.847745,
-5.858643666,-7.11E-15,17.55149389,778.8530785,
-5.873915924,-7.11E-15,17.51550124,778.358206,
-5.876223156,-7.10E-15,17.55024204,776.2814865,
-5.915503249,-7.11E-15,17.54744486,771.5449008,
-5.163545626,-7.13E-15,17.6009926,871.1393709,
-5.673435389,-7.08E-15,15.85938629,645.8311627,
-5.685854802,-7.09E-15,16.28380699,696.4489429,
-6.177302032,-7.11E-15,16.18290359,610.788783,
-6.415491343,-7.11E-15,16.33583764,594.223447,
-6.099966258,-7.09E-15,16.52259439,659.9717043,
-6.524014351,-7.09E-15,16.76711152,622.6191916,
-6.950730935,-7.08E-15,16.67949855,556.999175,
-5.776870124,-7.13E-15,16.7138324,722.8339229,
-6.020774807,-7.11E-15,16.8704361,702.8039098,
-6.518926079,-7.08E-15,17.19028374,657.8669188,
-6.883581391,-7.11E-15,16.9744472,587.6346559,
-7.157547298,-7.09E-15,16.81228898,536.4379909,
-7.378420824,-7.19E-15,16.60582666,484.9781489,
-7.71265316,-7.11E-15,16.71211834,469.5769711,
-7.510431465,-7.12E-15,16.5557342,472.5478668,
-7.411427854,-7.13E-15,16.69460559,489.1070416,
-7.547477571,-6.99E-15,17.0605382,505.6736173,
-7.96052415,-7.11E-15,16.90380447,463.9748582,
-7.253798208,-7.04E-15,16.52648564,500.746969,
-7.208864395,-7.09E-15,16.65991019,519.8965103,
-7.339752864,-7.27E-15,16.61816061,494.3995559,
-5.984049127,-7.09E-15,15.82659904,589.3086006,
-6.661459982,-7.12E-15,16.14616345,538.226721,
-6.474592972,-7.12E-15,16.16034378,563.3944619,
-6.782932209,-7.11E-15,16.37012441,547.1057125,
-6.511742254,-7.15E-15,16.05003429,546.7563746,
-7.317875123,-7.11E-15,15.82260682,427.3529769,
-7.49272654,-7.11E-15,15.83771822,413.8340165,
-7.704389243,-7.09E-15,15.40799908,349.7976309,
-7.503734674,-7.11E-15,15.83866959,412.9829023,
-7.526208264,-7.11E-15,15.84061185,409.8193912,
-7.501699632,-7.11E-15,15.90011735,418.0753297,
-7.49729116,-7.11E-15,15.86946071,416.9903162,
-7.479696215,-7.10E-15,15.95354033,425.4873655,
-7.488126837,-7.11E-15,15.87860341,418.811005,
-7.864356981,-7.11E-15,15.01960697,297.8119953,
-8.368994456,-7.13E-15,15.57456038,318.8498399,
-8.664319144,-7.11E-15,15.58805173,301.4890438,
-8.968256212,-7.11E-15,15.60193653,283.621965,
-9.437070327,-7.12E-15,15.62335343,252.7540778,
-8.6872063,-7.08E-15,16.0364784,339.5047232,
-8.249099288,-7.13E-15,16.24303534,385.1930271,
-8.698797238,-7.11E-15,16.26357895,358.2080109,
-8.311734968,-7.11E-15,15.89381039,350.5339935,
-7.89156796,-7.19E-15,15.55275004,348.2392657,
-7.926046055,-7.13E-15,16.22827725,407.0696602,
-7.901009984,-7.09E-15,15.73774703,364.350306,
-8.877359456,-7.11E-15,16.10873098,332.7024244,
-8.1619089,-7.08E-15,16.72916495,434.8964177,
-7.947451741,-7.11E-15,16.64767757,443.5944447,
-7.822941349,-7.12E-15,15.60681999,360.6132694,
-7.770465029,-7.19E-15,16.35085738,435.0072429,
-6.699661688,-7.10E-15,17.76512063,657.4418856,
-6.976136761,-7.10E-15,17.84186778,618.2227742,
-7.154235495,-7.08E-15,17.4777051,568.9185334,
-7.283597276,-7.09E-15,17.21319602,538.773195,
-7.402005859,-7.06E-15,17.58979929,546.5383188,
-7.529561045,-7.09E-15,17.9954937,554.3634357,
-7.535704221,-7.02E-15,17.67491839,544.6629629,
-7.809506544,-7.08E-15,17.28635298,495.7729274,
-7.538135706,-7.16E-15,17.54803384,536.5173465,
-7.677328645,-7.15E-15,17.62117791,525.0462411,
